EL1: Electronic Ladder,A1: P1 B10,B1: P1 F1,C1: P2 12,D1: P3 A4,E1: P3 B11,F1: P3 D6,G1: P3 F1,H1: P3 H8,A2: P4 C4
1.946418,1.870084,0.1909685,1.442385,1.139786,1.518263,4.519669,6.04315,0.6655807,1.85911
1.912895,2.023652,0.3315554,1.418583,1.177838,1.466884,4.533892,6.028522,0.6483841,1.783957
1.767415,2.099668,0.5980091,1.328838,1.241336,1.442773,4.492098,6.162151,0.5508823,1.760174
1.615232,2.166133,0.7557087,1.364697,1.290799,1.396724,4.395386,6.084087,0.6000824,1.659819
1.468264,2.245128,0.8942118,1.328558,1.186324,1.164199,4.292755,5.966061,0.5970955,1.59873
1.344907,2.382745,0.8429909,1.270868,1.115033,1.122221,4.155172,5.722301,0.6384964,1.547855
1.179396,2.366256,0.8376999,1.16419,1.027728,1.035159,4.064215,5.693293,0.6504726,1.51293
0.9495754,2.200571,0.7172976,0.9723568,0.9932299,0.9785004,4.021349,5.701254,0.7713928,1.473362
0.7550297,1.966261,0.5978231,0.8149128,0.9414272,1.083066,4.019114,5.800272,0.8369007,1.43627
0.6816721,1.66108,0.5141926,0.7772503,0.9708128,1.062917,3.938555,5.658253,0.8833408,1.449692
0.6357079,1.45872,0.4180841,0.6334896,1.00458,1.048224,3.925854,5.588638,0.852972,1.434607
0.4503126,1.434628,0.4629002,0.5693626,1.004152,1.103807,3.994755,5.662691,0.8461037,1.368301
0.3876772,1.467905,0.5869513,0.5420284,1.046119,1.16786,4.041969,5.638357,0.8335762,1.283625
0.4675207,1.624327,0.7486401,0.5177364,1.047571,1.223923,4.049522,5.571299,0.8493061,1.25894
0.4860306,1.721715,0.7700977,0.6329536,0.9712515,1.145312,4.054161,5.572245,0.6951485,1.199642
0.439743,1.672157,0.6632147,0.7007656,0.997468,1.128566,4.120716,5.546305,0.5378742,1.141359
0.3697405,1.657327,0.6438894,0.7697849,0.9987907,1.055215,4.036652,5.656185,0.3736916,1.138283
0.323391,1.730453,0.6540985,0.7147503,0.9033089,1.076566,3.885759,5.697336,0.2089138,1.171095
0.3896036,1.757132,0.6139164,0.5688553,0.8456173,1.088682,3.68627,5.75761,0.04067802,1.143158
0.5059566,1.82046,0.6493473,0.616787,0.819684,0.9600353,3.428747,5.661118,0,1.157593
0.4813251,1.983839,0.7138414,0.4866867,0.8046217,0.8600645,3.237381,5.501043,0,1.162176
0.4162445,2.057027,0.8928661,0.3708534,0.775239,0.8717184,3.060177,5.395323,0,1.122267
0.5166035,2.274634,1.076107,0.3481884,0.7535238,0.9162798,2.875992,5.310375,0,1.051878
0.5475368,2.476493,1.331498,0.2496014,0.7186289,0.902895,2.785717,5.204079,0,0.9384117
0.434536,2.498359,1.347058,0.4236374,0.7594004,0.7815075,2.649403,5.220446,0,0.8512554
0.3445463,2.454275,1.431904,0.5200291,0.8979416,0.7443199,2.647066,5.120289,0.03057671,0.8011723
0.2284632,2.518544,1.448157,0.6467476,0.991684,0.7302198,2.527357,5.027719,0.1284142,0.8151455
0.1239691,2.548357,1.347059,0.6078663,0.9701033,0.8173647,2.429447,4.969141,0.1454964,0.7384224
0.05033875,2.414745,1.148985,0.6264248,1.010253,0.8291512,2.294214,4.87566,0.1389828,0.6574631
0,2.325421,0.9696102,0.67733,0.9923515,0.7810354,2.156588,4.785551,0.1910992,0.7167721
0.02062321,2.295392,0.853672,0.6922226,0.8706083,0.7760582,2.058041,4.622868,0.07597542,0.7172184
0,2.228662,0.7100649,0.7584591,0.8145504,0.8730402,1.968765,4.453981,0,0.6488285
0.06807852,2.16406,0.6194162,0.8638458,0.7170238,0.9811735,1.901768,4.34383,0,0.5795841
0.017869,2.180235,0.5647049,0.7846413,0.683753,1.011862,1.785717,4.230991,0,0.5884018
0.06506681,2.149448,0.5166435,0.7822247,0.6791191,0.9213581,1.627834,4.132097,0.09555435,0.6839066
0.05646276,2.137348,0.5593042,0.6459808,0.6644011,0.8586521,1.625984,4.001841,0.3029747,0.7186337
0,2.072399,0.6486006,0.469595,0.6948528,0.8761806,1.499016,3.940777,0.4776478,0.702034
0,1.922905,0.8511419,0.2796173,0.7327738,0.7986317,1.315836,3.866388,0.5476341,0.6378517
0,1.673934,1.024529,0.06774712,0.7228136,0.70257,1.197266,3.724094,0.3631096,0.6412106
0.09297991,1.592459,1.278387,0,0.6263008,0.6723909,1.108791,3.512075,0.1878242,0.6109581
0.08575058,1.631889,1.517608,0,0.4682713,0.6516142,1.004002,3.288441,0,0.4307327
0.09558344,1.657253,1.791531,0,0.4656754,0.6317225,0.9051456,3.062595,0,0.2366009
0.292304,1.80291,2.011778,0,0.3463726,0.6061869,0.8405495,2.805872,0,0.09800911
0.261899,2.041595,1.986017,0,0.317194,0.5293789,0.7994957,2.552708,0,0.03163147
0.34232,2.035776,1.903282,0,0.2826233,0.443078,0.8568211,2.315132,0,0
0.1876287,2.170976,1.761516,0.02674103,0.3481674,0.3253365,0.9553547,2.211554,0.03708076,0
0.013515,2.231256,1.647098,0.2565327,0.4884377,0.3406324,0.9283943,2.131929,0.1537971,0
0,2.228496,1.514729,0.4796391,0.5716181,0.3508558,0.9670143,2.034773,0.2366066,0
0.006629467,2.195711,1.288946,0.608633,0.5937109,0.3690548,0.9509125,1.790758,0.05933571,0
0,2.174651,1.01865,0.8015804,0.5618982,0.4573307,0.9727039,1.690071,0,0
0,2.169781,0.9164219,0.8805752,0.5644093,0.4529209,0.9268513,1.694786,0,0
0.1435337,2.24242,0.9504919,0.9152718,0.4854631,0.4255915,0.8557739,1.696724,0,0
0.2025676,2.343766,1.090287,1.063511,0.3051834,0.3567963,0.7551174,1.58243,0,0
0.1801243,2.429993,1.195096,1.165901,0.1704493,0.3310966,0.6638374,1.502378,0,0
0.1113133,2.363389,1.220722,1.179024,0.1406174,0.4054832,0.684082,1.383373,0.1176968,0
0.0226512,2.436943,1.301695,1.07917,0.196929,0.2942476,0.5411892,1.315138,0.4339619,0
0.05610228,2.3907,1.327256,0.9854221,0.2711706,0.2367363,0.4658623,1.121941,0.5245323,0
0.02582645,2.278802,1.31011,0.8722019,0.2216969,0.2114716,0.3891487,0.8584156,0.5943279,0.1374664
0,2.072244,1.174253,0.668972,0.1536551,0.2139349,0.3013515,0.6317177,0.4102421,0.1706753
0,1.788028,0.8910446,0.3684864,0.09379768,0.2335911,0.3614235,0.6659145,0.2189713,0.2618179
0,1.489723,0.7381306,0.2114391,0.1837835,0.1477242,0.3147316,0.5342979,0.1004124,0.308836
0.09205103,1.311883,0.4937944,0.03432465,0.217701,0.1413097,0.2979431,0.4105015,0,0.3786812
0.1314468,1.268404,0.3053474,0.001020432,0.2159567,0,0.2669659,0.4166698,0,0.3576393
0.2690439,1.44829,0.02747059,0,0.2574263,0.04513931,0.1897869,0.3194485,0.1908207,0.245779
0.2967463,1.622034,0,0,0.3757162,0.1060524,0.1573124,0.2298069,0.8695984,0.1091709
0.3786311,1.781662,0,0.0651207,0.4068947,0.09002876,0.09180355,0.2071438,1.6099,0.04285622
0.5295024,1.868655,0.02820969,0.1760445,0.459342,0.1039324,0.1187172,0.09440422,2.235586,0
0.49472,1.916692,0.1436329,0.2900219,0.3940973,0.1057358,0.05631065,0,2.698792,0
0.4089923,1.799492,0.2101412,0.3531322,0.2641726,0.125802,0,0.02817345,2.769777,0
0.4777865,1.584573,0.3123484,0.4953403,0.150815,0.1347589,0.01300621,0.06079865,2.46505,0
0.3568201,1.358952,0.4965973,0.7807617,0.1051054,0.1195364,0,0,1.804882,0
0.3574138,1.212758,0.5808916,0.9150391,0.09622955,0.1109896,0.07761002,0,0.968092,0
0.34062,1.129096,0.6167727,1.015846,0.0973711,0.01868153,0.08430004,0,0.3225632,0
0.3358574,1.15658,0.5977182,1.043854,0.1499367,0.1030912,0,0,0,0
0.1729608,1.247615,0.6637793,1.172602,0.1952372,0.1080189,0,0,0,0.01766968
0.147727,1.237391,0.6432323,1.327116,0.1529503,0.1487064,0.066926,0,0,0.02280807
0.179019,1.257532,0.5792971,1.365236,0.1767397,0.2032671,0.03582096,0,0,0
0.1588535,1.310191,0.406126,1.365248,0.2238398,0.1757174,0.01403713,0.03378677,0,0
0.007524014,1.310128,0.07944202,1.487333,0.2325726,0.1823921,0.00787735,0,0.5298519,0
0.06429148,1.207954,0,1.643309,0.3206167,0.1995668,0.09582329,0,1.187119,0
0,1.261889,0,1.747389,0.3746395,0.1634207,0.1147118,0,1.751211,0.01881027
0.09177399,1.182542,0,1.745842,0.465929,0.122098,0.2044754,0,2.107935,0.2042236
0.0987606,1.215571,0,1.634832,0.6323299,0.1285629,0.1254177,0,2.270536,0.2800694
0.02074575,1.358721,0,1.588305,0.6483879,0.1784563,0.1501141,0,2.278913,0.2875805
0,1.480247,0,1.730068,0.4873219,0.136672,0.1668606,0,2.055063,0.2277203
0.09104633,1.402494,0.02537727,1.962948,0.3316336,0.2268925,0.1568298,0.02954102,1.765284,0.1292248
0.1603823,1.384561,0.1593976,2.14292,0.2693777,0.2885571,0.09885502,0.1073704,1.688524,0
0.2335615,1.288237,0.1133399,2.524521,0.2443209,0.3004236,0.1279736,0.1335812,1.376581,0
0.06519175,1.218339,0.0327096,2.894712,0.204813,0.338376,0.1587868,0,1.148561,0
0,1.043275,0.08687305,3.042397,0.1930695,0.3800087,0.1366501,0,1.276278,0.07759285
0,0.9345093,0.2216783,2.945259,0.1254969,0.3546314,0.01574898,0,1.453886,0.4222183
0,0.6753683,0.3402352,2.815084,0.1125813,0.3832941,0,0.02404404,1.51322,0.5587807
0,0.596343,0.3648634,2.736221,0.1973543,0.3414946,0,0.1877232,1.518166,0.6967201
0,0.5871916,0.5222445,2.650637,0.08384514,0.2782087,0.06706429,0.3594646,1.477346,0.8245468
0.1048288,0.566432,0.567555,2.639917,0,0.2017021,0,0.5258446,1.266439,0.8946209
0.1946735,0.4954481,0.7572141,2.806416,0,0.2290001,0,0.8424969,1.054668,0.7274971
0.3086977,0.4648533,0.935266,3.144646,0,0.201046,0,0.9989624,0.9728603,0.4813595
0.3913779,0.3793154,0.9974799,3.612564,0.0198679,0.2968464,0,1.077808,0.8655987,0.3656063
0.3043423,0.3791008,1.032408,3.937683,0.1126976,0.3148146,0.06204605,1.218363,0.9624271,0.2675514
0.37289,0.3299246,1.113412,4.152264,0.1481333,0.4115267,0.1681557,1.470249,1.127804,0.3044758
0.2512898,0.3177958,1.351771,4.441032,0.1214285,0.4393425,0.262598,1.392281,1.30237,0.3193722
0.1654816,0.1976318,1.535961,4.956318,0.1602259,0.3629818,0.4031143,1.117325,1.361313,0.258976
0.1427932,0.1181231,1.647499,5.370174,0.177722,0.2616854,0.5159054,0.7790451,1.509409,0.2221947
0.0832057,0.2144108,1.598301,5.49888,0.131937,0.2459927,0.4527569,0.4906845,1.468845,0.2256584
0,0.2622166,1.63942,5.496969,0.1290722,0.2576799,0.333601,0.2865925,1.282017,0.1389408
0,0.1879873,1.591767,5.425749,0.08296204,0.3808022,0.3502331,0.139883,0.9348431,0
0,0.1568193,1.641827,5.375023,0.0146122,0.6364126,0.3189468,0,0.8014565,0
0,0.08873081,1.65657,5.280136,0,0.875206,0.3203011,0,0.6420021,0
0,0.0366888,1.614398,5.329762,0,0.9486122,0.2848892,0,0.66675,0
0.09038401,0,1.536362,5.218792,0,1.112743,0.2416325,0,0.8248177,0
0.01836443,0.06053543,1.552468,5.339813,0,1.232729,0.1195431,0,1.217638,0
0.1315432,0.0879364,1.591276,5.63159,0,1.217676,0.07784843,0,1.417095,0
0.1726341,0.188921,1.574206,5.865938,0,1.162895,0,0.1047153,1.684408,0.003767014
0.2067938,0.2812796,1.382213,6.015514,0,1.074679,0,0.5459633,1.916258,0
0.1392446,0.3963184,1.358302,6.009539,0.01170254,0.9751797,0,0.8021011,2.137747,0
0.07437706,0.4168577,1.217673,5.916451,0,1.106619,0.1958866,0.7963791,2.276888,0
0.194366,0.3915739,1.296949,5.993237,0,1.180591,0.3807621,0.5776463,2.37916,0
0.1250486,0.3858137,1.194846,6.051022,0,1.126302,0.4198856,0.1933899,2.43471,0
0.1101828,0.3789415,1.12987,6.155634,0,1.189306,0.5078239,0,2.560339,0
0.1319652,0.4266253,0.9392924,6.141821,0,1.280069,0.4475193,0,2.743078,0
0.05555534,0.400527,0.9053578,6.249153,0,1.410084,0.3760605,0,3.031977,0
0.005750179,0.4092588,0.9365745,6.341745,0.2886925,1.368162,0.3628387,0,3.122442,0
0,0.4218283,0.91923,6.545773,0.72995,1.238679,0.339592,0.07774925,3.390711,0
0.1261139,0.3191051,0.9474254,6.6504,1.071022,1.17527,0.3874493,0.7355785,3.765795,0.03470993
0.2172995,0.2746143,1.039706,6.708164,1.310652,1.121885,0.311388,1.370886,4.036543,0.3020821
0.2973599,0.1136675,1.180869,6.574121,1.317404,1.357168,0.3508892,1.657602,4.251104,0.3851032
0.3302536,0,1.303572,6.412243,1.126402,1.436636,0.4139652,1.608547,4.239756,0.4051113
0.2756705,0.03286839,1.310098,6.162798,1.194815,1.509597,0.2830791,1.413139,4.024202,0.440094
0.1657648,0,1.35156,5.872778,1.017597,1.543372,0.2518673,1.250307,3.475119,0.6312981
0,0.06877995,1.360465,5.695707,0.7486782,1.49122,0.1443825,1.03075,2.808599,0.8120327
0,0.1388931,1.500082,5.6437,0.4907131,1.46682,0.06080627,0.522707,2.187155,0.9666653
0,0.2557001,1.676072,5.662596,0.4500217,1.38722,0,0.3566856,1.477861,1.100964
0,0.2772961,1.837176,5.862768,0.585537,1.33233,0,0.1757011,1.149965,1.309427
0.05043316,0.2857037,2.065977,5.957422,0.7814865,1.421965,0.05483055,0.02516556,0.9545135,1.510645
0.1483798,0.3211708,2.305933,6.112909,1.053602,1.531052,0,0,0.7710571,1.680765
0.2547216,0.2475529,2.525066,6.039934,1.259708,1.927497,0,0,0.7804241,1.660368
0.291894,0.2284946,2.592843,5.875566,1.450281,2.093674,0,0,0.836607,1.464796
0.3965745,0.2758789,2.683711,5.721327,1.709543,2.284735,0,0,1.020502,1.302073
0.4153886,0.2212181,2.614852,5.554972,1.664497,2.327948,0.125351,0,1.084442,1.134653
0.456738,0.3765402,2.767433,5.615625,1.603466,2.507017,0.3450871,0,1.152308,0.9716244
0.6670008,0.3757668,2.936979,5.836205,1.537348,2.599216,0.4747047,0,1.315075,0.7369595
0.6705513,0.3995714,3.14147,6.110399,1.486994,2.685117,0.6205673,0.2526932,1.50423,0.5874786
0.6792159,0.3925486,3.25549,6.179867,1.422869,2.617617,0.8652325,0.2927227,1.790705,0.4342861
0.5804296,0.4415417,3.16016,6.160505,1.649256,2.665396,1.022087,0.156311,1.942907,0.3113308
0.525362,0.5519619,3.117133,6.141048,1.930702,2.68159,1.047199,0,1.596846,0.1247082
0.5910625,0.5082026,3.010426,5.965254,2.173256,2.638971,1.138144,0,1.144361,0.1143703
0.6398182,0.5365486,2.803472,5.761671,2.228842,2.513198,1.444365,0,0.7292309,0.1009903
0.6327806,0.5622978,2.703424,5.612652,2.280668,2.51129,1.632956,0,0.5146103,0.1278553
0.6581798,0.551775,2.485133,5.7829,2.218897,2.585435,1.776281,0,0.1962605,0.1375637
0.6589808,0.5124912,2.546265,5.940325,2.159924,2.781134,1.930342,0.6440964,0,0.3163433
0.6774168,0.4186716,2.543302,6.050718,1.957552,2.853857,1.974169,1.748505,0,0.4411373
0.5427151,0.4268847,2.594591,6.145733,1.690659,2.890601,2.069967,2.633949,0,0.6417332
0.4975266,0.4640188,2.532974,5.869127,1.616125,2.803301,2.273285,3.304405,0,0.6365395
0.42869,0.5046253,2.421418,5.487585,1.668966,2.948513,2.542177,3.547966,0.08122635,0.6598969
0.336771,0.6607189,2.419076,5.059853,1.759647,3.082774,2.929251,3.446041,0,0.4693451
0.3369617,0.7568579,2.282075,4.578907,1.836035,3.115999,3.284706,2.961708,0,0.5437279
0.1899681,0.8962317,2.158066,4.38764,1.860929,3.435446,3.551514,2.217361,0,0.6062183
0.1231194,1.050728,2.057011,4.359608,1.967749,3.763626,3.658861,1.297653,0,0.6803799
0.2196927,1.082638,1.827267,4.676525,2.001928,4.087936,3.64958,0.7080498,0,0.6780167
0.3208256,1.071438,1.673442,5.153543,2.084837,4.338269,3.62101,0.2970848,0.2977333,0.7331543
0.2842078,1.075572,1.542706,5.731611,2.23514,4.338176,3.579,0.0382328,0.6168308,0.6781235
0.2832747,0.9888229,1.446105,6.350088,2.397768,4.227521,3.647776,0,0.8440113,0.6354599
0.2630801,0.9357605,1.463955,6.802486,2.5776,4.014239,3.766531,0,0.8734798,0.494997
0.2557712,0.9388809,1.48252,7.149284,2.657635,3.869836,4.030466,0,0.9723225,0.2863979
0.0422349,0.8712673,1.417415,7.42259,2.817415,3.646135,4.457354,0,1.054766,0.01904869
0,0.8746595,1.466739,7.5949,2.982967,3.367581,4.572931,0,1.143328,0
0,0.9742498,1.565071,8.10059,3.223938,3.391011,4.755487,0.5075226,1.251459,0
0,1.002647,1.672563,8.534842,3.581919,3.543911,4.850504,1.091652,1.379934,0
0,0.9290342,1.744214,8.873751,3.899172,3.787569,4.917589,1.813946,1.564943,0
0.05741119,0.9064398,1.753219,8.995455,4.245197,3.993749,5.127304,2.308933,1.664267,0
0.03095388,1.038497,1.808706,8.880413,4.62653,4.156342,5.529362,2.674759,1.754618,0
0.04023933,1.153823,1.824614,8.63732,4.977428,4.346528,5.858303,2.628574,1.943449,0
0.0337534,1.400822,1.844364,8.37739,5.109957,4.527818,6.316212,2.473396,2.180693,0.1111374
0.08335352,1.750868,1.878278,8.083683,5.085606,4.585591,6.634384,2.370117,2.438559,0.2172699
0.008488655,1.968431,1.870788,7.959961,4.987915,4.568322,6.867397,2.395138,2.756979,0.3678322
0.1171288,2.271756,1.960031,7.962029,4.804857,4.554746,6.706419,2.492222,2.979548,0.5444489
0.3361812,2.302456,2.004385,8.163715,4.693497,4.569671,6.666073,2.537613,3.1835,0.8083839
0.5138278,2.194291,2.09596,8.307383,4.570021,4.606366,6.486359,2.452526,3.09691,1.095901
0.6899028,1.954423,2.092013,8.233652,4.164938,4.596625,6.396963,2.663326,2.837362,1.506891
0.8195195,1.75156,2.000561,8.069752,3.705723,4.57795,6.395752,2.614143,2.485304,1.716845
0.7076168,1.566271,1.907861,7.849577,3.270617,4.635842,6.605965,2.730904,2.304976,1.839128
0.5635376,1.34485,1.822423,7.447224,2.918985,4.88568,6.91293,2.70578,2.225462,1.781136
0.4010873,1.215043,1.617829,7.112692,2.530291,5.179536,7.290808,2.95454,2.285826,1.766373
0.1906056,1.085519,1.615612,6.79072,2.331289,5.406528,7.507149,3.367729,2.302736,1.813292
0,0.9912539,1.499017,6.686703,2.179541,5.674659,7.637407,3.90863,2.478968,1.83498
0,0.9830542,1.384713,6.547596,2.126993,5.98087,7.593384,4.388676,2.587374,1.890034
0.0883379,0.8319874,1.448172,6.459526,2.200932,6.133649,7.664715,4.563774,2.887728,2.161247
0,0.8040762,1.612793,6.570997,2.274734,6.409638,7.792305,4.556595,2.926058,2.518703
0,0.7845955,1.852495,6.876032,2.305635,6.620791,8.001816,4.591984,2.878187,2.940533
0,0.908823,2.219357,7.53821,2.502279,7.058286,8.286886,4.234421,2.882261,3.324518
0.01759577,1.000783,2.494384,8.418884,2.889961,7.532859,8.72048,4.286213,2.89329,3.596933
0.1006603,1.059354,2.78297,9.365738,3.44664,8.126126,9.454527,4.145527,3.290567,3.938843
0.004097462,1.319201,3.002544,10.25293,4.180042,8.577363,10.24556,4.219109,4.126463,4.377699
0,1.652858,3.262325,11.07064,5.196531,9.064885,11.2591,4.425533,5.163233,4.831213
0,2.124288,3.441496,11.68525,6.219763,9.423099,12.48774,4.581253,6.569647,5.214001
0,2.670983,3.670636,11.90836,7.185263,9.741319,13.73521,4.945801,7.953585,5.823505
0,3.129704,3.986303,12.02217,8.074112,10.21291,15.41264,5.240524,9.564211,6.590176
0,3.561506,4.370157,12.65202,8.99501,10.84771,17.33934,5.632435,11.05603,7.486832
0,3.893052,4.934612,13.94581,10.13194,11.32323,19.32151,6.378399,12.10257,8.319012
0,4.10132,5.715299,15.53892,11.23943,11.93155,20.87591,7.414734,12.76188,9.239388
0.1174908,4.269069,6.536397,17.43263,12.21305,12.3856,21.92507,8.952095,13.1449,9.868969
0.1024199,4.260302,7.50141,19.00775,13.09573,12.49177,22.65046,10.81387,13.46925,10.35232
0.06477284,4.308485,8.331127,20.02685,13.83014,12.3642,22.9276,12.84238,13.74797,10.62641
0.07107067,4.315548,8.823469,20.96972,14.54736,12.14494,22.85458,15.07605,13.82613,10.6577
0.1819453,4.297958,9.038649,21.70518,15.25638,11.7013,22.33432,16.87699,13.65701,10.44429
0.3298547,4.220057,8.981224,22.24317,16.11647,11.17378,21.58733,18.61053,13.27033,10.32973
0.2333026,4.147936,8.465225,22.28976,17.00125,10.78893,21.07312,19.58936,13.0624,10.07564
0.2720637,4.109618,7.757743,22.62511,17.86435,10.48643,20.60695,19.79817,12.82213,9.874226
0.3218689,3.904727,7.027927,22.95589,18.85029,10.2098,19.99034,19.59433,12.18082,9.646267
0.4563558,3.845928,6.322829,23.09152,19.26568,10.01841,19.2379,19.06433,11.73686,9.437904
0.3584759,3.877962,5.76671,22.8069,19.24952,9.909495,18.43369,18.27705,11.38844,9.227486
0.3213491,3.854022,5.4053,21.73198,19.08495,9.676633,17.60263,17.47173,10.9627,8.773632
0.1099298,3.761906,4.993987,20.00066,18.58951,9.452514,16.91978,16.35525,10.63565,8.248825
0,3.610062,4.698199,18.19381,17.93649,9.141236,16.40448,15.52309,10.32176,7.511044
0,3.439543,4.348841,16.44184,17.10623,8.791768,15.85871,14.58939,9.864813,6.882767
0,3.296799,4.123493,14.75011,16.14751,8.199962,15.71284,13.8,9.426363,6.472839
0,3.149695,3.769912,12.98476,15.19343,7.961814,15.75533,13.10753,8.840376,5.937534
0,3.086311,3.594669,11.86843,14.70677,8.547507,15.70439,12.70552,8.10597,5.715813
0,2.936229,3.373942,11.03287,15.38131,9.681157,16.41334,12.51902,7.278688,5.525265
0.06018877,2.903258,3.088967,10.74119,16.28889,10.47093,18.50462,12.1214,6.694571,5.302162
0,2.88308,2.721466,10.49063,14.43484,3.923325,21.31816,11.79041,6.13246,5.466583
0,2.900847,2.576354,10.2278,0,0,23.68412,11.48317,5.693327,5.508892
0,2.808743,2.7027,9.640512,0,0.3291798,15.71342,10.89014,5.521894,5.403805
0,2.666259,3.127356,9.459532,14.82361,37.53402,0,10.22799,5.501238,5.218204
0,2.724666,3.354201,10.05659,74.90363,90.70153,0,9.927097,5.570375,5.762264
0.0526017,3.071179,1.722757,11.43067,148.4289,149.2521,21.38313,10.55958,5.509714,7.314484
0.211851,3.457437,0,12.96882,224.0651,202.2388,115.1684,12.25747,5.350298,9.316986
0.3309728,3.714068,0,12.0939,291.1144,242.6326,216.8839,14.19045,5.545584,10.82635
0.3165656,2.198517,0,0,338.2787,264.5065,314.8167,14.56238,6.573164,5.60981
0.2952315,0,3.817673,0,356.0543,261.4393,392.8347,10.96481,8.106508,0
0.08128011,0,23.86391,0,335.6055,230.2769,438.1621,0,10.02011,0
0,0,41.83788,0,280.1697,188.6548,438.5078,0,10.79207,0
0,0,55.07259,0,227.4432,154.4895,385.6393,0,5.820997,0
0,0,61.48657,42.04536,187.3678,127.32,301.649,0,0,0
0,9.280594,59.6243,92.93311,148.5187,103.6212,231.6743,0,0,26.93141
0,26.55508,48.48818,126.6278,113.4725,80.99851,181.6891,9.072235,0,73.56834
0,35.54938,31.60419,132.3329,81.15312,57.69607,131.1552,55.25534,0,97.65511
0,35.14169,18.69277,108.5726,53.42631,36.96851,84.73481,78.80786,0,96.04732
0,24.99523,11.09726,60.86053,30.36028,20.51505,47.8166,76.03818,0,67.97832
0,9.462776,5.398888,24.13499,12.87742,8.075859,19.2318,46.69357,0,29.51083
0,0,0,0,0,0,0,0,0,0
